Game Title,Release Year,North American Sales,EU Sales,Japanese Sales,Other Sales,Sales,Big Publisher,Genre_Adventure,Genre_Fighting,Genre_Misc,Genre_Platform,Genre_Puzzle,Genre_Racing,Genre_Role-Playing,Genre_Shooter,Genre_Simulation,Genre_Sports,Genre_Strategy,Console_3DO,Console_3DS,Console_DC,Console_DS,Console_GB,Console_GBA,Console_GC,Console_GEN,Console_GG,Console_N64,Console_NES,Console_NG,Console_PC,Console_PCFX,Console_PS,Console_PS2,Console_PS3,Console_PS4,Console_PSP,Console_PSV,Console_SAT,Console_SCD,Console_SNES,Console_TG16,Console_WS,Console_Wii,Console_WiiU,Console_X360,Console_XB,Console_XOne,Publisher_Acclaim Entertainment,Publisher_Activision,Publisher_Atari,Publisher_Capcom,Publisher_Codemasters,Publisher_D3Publisher,Publisher_Deep Silver,Publisher_Disney Interactive Studios,Publisher_Eidos Interactive,Publisher_Electronic Arts,Publisher_Idea Factory,Publisher_Konami Digital Entertainment,Publisher_Majesco Entertainment,Publisher_Microsoft Game Studios,Publisher_Midway Games,Publisher_Namco Bandai Games,Publisher_Nintendo,Publisher_Nippon Ichi Software,Publisher_Other,Publisher_Sega,Publisher_Sony Computer Entertainment,Publisher_Square Enix,Publisher_THQ,Publisher_Take-Two Interactive,Publisher_Tecmo Koei,Publisher_Ubisoft,Publisher_Unknown,Publisher_Vivendi Games,Publisher_Warner Bros. Interactive Entertainment,Publisher_Zoo Digital Publishing,Decade,NA Share,EU Share,JP Share,Other Share,Is Recent
Lemony Snicket's A Series of Unfortunate Events,2004.0,0.007471679922872981,0.00827015851137147,0.0,0.0075685903500473046,0.007615133567025265,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.9811620317766374,1.0860162121361292,0.0,0.9938880629514497,0
Middle-Earth: Shadow of Mordor,2014.0,0.004820438659918053,0.01137146795313577,0.0009784735812133072,0.009460737937559131,0.007615133567025265,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2010.0,0.6330077624365403,1.4932722916871777,0.1284906656726617,1.2423600786893123,1
Family Feud: 2010 Edition,2009.0,0.014220294046758255,0.0,0.0,0.0037842951750236523,0.007615133567025265,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2000.0,1.8673728991877938,0.0,0.0,0.49694403147572486,0
Red Steel 2,2010.0,0.008676789587852495,0.007236388697450035,0.0009784735812133072,0.005676442762535478,0.007494258431040736,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2010.0,1.1577916171016722,0.9655910273226472,0.13056309576415628,0.7574388866847742,1
X-Men Legends II: Rise of Apocalypse,2005.0,0.01277416244878284,0.0006891798759476224,0.0,0.008514664143803216,0.007494258431040736,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.704526547399684,0.0919610502212045,0.0,1.1361583300271612,0
Nightmare Creatures,1997.0,0.008435767654856591,0.00827015851137147,0.0,0.0037842951750236523,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1990.0,1.1256307388488478,1.103532602654454,0.0,0.5049592577898495,0
SingStar Queen,2009.0,0.001928175463967221,0.004135079255685735,0.0,0.041627246925260174,0.007494258431040736,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2000.0,0.25728702602259385,0.551766301327227,0.0,5.554551835688344,0
Just Dance 2015,2014.0,0.009881899252832007,0.0055134390075809794,0.0,0.005676442762535478,0.007494258431040736,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2010.0,1.3185960083657933,0.735688401769636,0.0,0.7574388866847742,1
F1 2013,2013.0,0.00024102193299590263,0.015506547208821504,0.0029354207436399216,0.014191106906338694,0.007494258431040736,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.03216087825282423,2.0691236299771014,0.3916892872924688,1.8935972167119353,1
Juiced 2: Hot Import Nights,2007.0,0.005302482525909858,0.011716057891109582,0.0,0.006622516556291392,0.007494258431040736,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2000.0,0.7075393215621331,1.5633378537604767,0.0,0.8836787011322367,0
Tony Hawk's Pro Skater 2x,2001.0,0.009881899252832007,0.006547208821502413,0.0,0.002838221381267739,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.3185960083657933,0.8736299771014427,0.0,0.3787194433423871,0
Sim Theme Park,1999.0,0.008435767654856591,0.00827015851137147,0.0,0.0037842951750236523,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1990.0,1.1256307388488478,1.103532602654454,0.0,0.5049592577898495,0
FIFA Soccer 2003,2002.0,0.004820438659918053,0.013783597518952449,0.0,0.0037842951750236523,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.6432175650564846,1.8392210044240902,0.0,0.5049592577898495,0
Ghostbusters: The Video Game,2009.0,0.010363943118823812,0.004824259131633357,0.0,0.005676442762535478,0.007494258431040736,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.3829177648714417,0.6437273515484315,0.0,0.7574388866847742,0
Monster Hunter 2,2007.0,0.0,0.0,0.06164383561643835,0.0,0.007494258431040736,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.0,0.0,8.225475033141846,0.0,0
NASCAR 06: Total Team Control,2005.0,0.01277416244878284,0.0006891798759476224,0.0,0.008514664143803216,0.007494258431040736,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.704526547399684,0.0919610502212045,0.0,1.1361583300271612,0
Tony Hawk's Project 8,2006.0,0.0072306579898770785,0.007925568573397658,0.0009784735812133072,0.009460737937559131,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.9648263475847267,1.0575520775438518,0.13056309576415628,1.262398144474624,0
Dogz,2004.0,0.010845986984815618,0.005858028945554791,0.0,0.0009460737937559131,0.007494258431040736,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2000.0,1.44723952137709,0.7816689268802384,0.0,0.12623981444746238,0
Disney Universe,2011.0,0.0072306579898770785,0.007925568573397658,0.0,0.008514664143803216,0.007494258431040736,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.9648263475847267,1.0575520775438518,0.0,1.1361583300271612,1
Guitar Hero: Metallica,2009.0,0.0067486141238852744,0.00827015851137147,0.0,0.009460737937559131,0.007494258431040736,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.9005045910790784,1.103532602654454,0.0,1.262398144474624,0
Iron Man,2008.0,0.011087008917811522,0.0031013094417643005,0.0,0.008514664143803216,0.007494258431040736,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2000.0,1.4794003996299145,0.4138247259954202,0.0,1.1361583300271612,0
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,2012.0,0.0,0.0,0.06164383561643835,0.0,0.007494258431040736,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,0.0,0.0,8.225475033141846,0.0,1
Harry Potter and the Half-Blood Prince,2009.0,0.005061460592913955,0.012060647829083391,0.0,0.006622516556291392,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.6753784433093087,1.6093183788710788,0.0,0.8836787011322367,0
A Bug's Life,1998.0,0.01181007471679923,0.004479669193659545,0.0,0.0009460737937559131,0.007494258431040736,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1990.0,1.5758830343883872,0.5977468264378293,0.0,0.12623981444746238,0
Super Castlevania IV,1991.0,0.007712701855868884,0.001722949689869056,0.02446183953033268,0.0009460737937559131,0.007494258431040736,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1990.0,1.0291481040903754,0.22990262555301128,3.2640773941039067,0.12623981444746238,0
DJ Hero 2,2010.0,0.01181007471679923,0.0031013094417643005,0.0,0.0037842951750236523,0.007494258431040736,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,1.5758830343883872,0.4138247259954202,0.0,0.5049592577898495,1
Angry Birds Trilogy,2012.0,0.0091588334538443,0.006891798759476224,0.0,0.004730368968779566,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,1.2221133736073206,0.9196105022120451,0.0,0.631199072237312,1
Condemned 2: Bloodshot,2008.0,0.0091588334538443,0.006547208821502413,0.0,0.005676442762535478,0.007494258431040736,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2000.0,1.2221133736073206,0.8736299771014427,0.0,0.7574388866847742,0
Cabela's Big Game Hunter (2008),2007.0,0.013979272113762351,0.0,0.0,0.004730368968779566,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.865330938663805,0.0,0.0,0.631199072237312,0
Mobile Suit Z Gundam: AEUG vs. Titans,2003.0,0.0,0.0,0.06164383561643835,0.0,0.007494258431040736,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.0,0.0,8.225475033141846,0.0,0
Just Dance 3,2011.0,0.007953723788864787,0.007236388697450035,0.0,0.008514664143803216,0.007494258431040736,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2010.0,1.0613089823431996,0.9655910273226472,0.0,1.1361583300271612,1
Call of Duty: Black Ops,2010.0,0.013015184381778743,0.001722949689869056,0.0,0.0037842951750236523,0.007494258431040736,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,1.7366874256525084,0.22990262555301128,0.0,0.5049592577898495,1
God of War III,2015.0,0.005543504458905761,0.009993108201240525,0.0009784735812133072,0.009460737937559131,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2010.0,0.7397001998149573,1.3334352282074653,0.13056309576415628,1.262398144474624,1
Ape Escape 2,2002.0,0.0028922631959508315,0.0031013094417643005,0.03718199608610567,0.002838221381267739,0.007494258431040736,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2000.0,0.38593053903389074,0.4138247259954202,4.961397639037938,0.3787194433423871,0
Metroid Prime: Trilogy,2009.0,0.010363943118823812,0.001722949689869056,0.0,0.013245033112582783,0.007494258431040736,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.3829177648714417,0.22990262555301128,0.0,1.7673574022644734,0
X-Man,1982.0,0.013979272113762351,0.0013783597518952449,0.0,0.0009460737937559131,0.007494258431040736,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1980.0,1.865330938663805,0.183922100442409,0.0,0.12623981444746238,0
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009.0,0.00819474572186069,0.007925568573397658,0.0,0.005676442762535478,0.007494258431040736,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.093469860596024,1.0575520775438518,0.0,0.7574388866847742,0
Advance Wars: Days of Ruin,2007.0,0.010604965051819716,0.004479669193659545,0.0,0.005676442762535478,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.4150786431242661,0.5977468264378293,0.0,0.7574388866847742,0
The Sims 3: Generations,2011.0,0.009640877319836106,0.007925568573397658,0.0,0.0,0.007494258431040736,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,1.2864351301129693,1.0575520775438518,0.0,0.0,1
The Crew,2014.0,0.005784526391901663,0.011716057891109582,0.0,0.004730368968779566,0.007494258431040736,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2010.0,0.7718610780677815,1.5633378537604767,0.0,0.631199072237312,1
Battle of Giants: Dragons,2009.0,0.007471679922872981,0.00861474844934528,0.0,0.005676442762535478,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2000.0,0.9969872258375511,1.1495131277650563,0.0,0.7574388866847742,0
Dragon Quest Monsters Joker 3,2016.0,0.0,0.0,0.06164383561643835,0.0,0.007494258431040736,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2010.0,0.0,0.0,8.225475033141846,0.0,1
Sonic & All-Stars Racing Transformed,2012.0,0.004820438659918053,0.012749827705031015,0.0,0.005676442762535478,0.007494258431040736,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2010.0,0.6432175650564846,1.7012794290922832,0.0,0.7574388866847742,1
Shin Megami Tensei: Persona 3 FES,2007.0,0.005302482525909858,0.006891798759476224,0.015655577299412915,0.004730368968779566,0.007494258431040736,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2000.0,0.7075393215621331,0.9196105022120451,2.0890095322265005,0.631199072237312,0
FIFA Soccer 2002,2001.0,0.007471679922872981,0.00827015851137147,0.0,0.0075685903500473046,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.9969872258375511,1.103532602654454,0.0,1.009918515579699,0
Shin Megami Tensei: Persona 3 Portable,2009.0,0.004338394793926247,0.0020675396278428673,0.033268101761252444,0.0037842951750236523,0.007494258431040736,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.5788958085508361,0.2758831506636135,4.439145255981313,0.5049592577898495,0
Final Fantasy VII International,1997.0,0.0,0.0,0.057729941291585124,0.0037842951750236523,0.007494258431040736,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1990.0,0.0,0.0,7.70322265008522,0.5049592577898495,0
Tiger Woods PGA Tour 12: The Masters,2011.0,0.009640877319836106,0.005858028945554791,0.0,0.004730368968779566,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2010.0,1.2864351301129693,0.7816689268802384,0.0,0.631199072237312,1
Okami,2006.0,0.002651241262954929,0.0010337698139214336,0.014677103718199608,0.03216650898770104,0.007494258431040736,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.35376966078106653,0.13794157533180676,1.9584464364623442,4.292153691213721,0
NHL 2001,2000.0,0.008435767654856591,0.00827015851137147,0.0,0.0037842951750236523,0.007494258431040736,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.1256307388488478,1.103532602654454,0.0,0.5049592577898495,0
World of Zoo,2009.0,0.009881899252832007,0.0055134390075809794,0.0,0.004730368968779566,0.007494258431040736,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2000.0,1.3185960083657933,0.735688401769636,0.0,0.631199072237312,0
LEGO Jurassic World,2015.0,0.008435767654856591,0.007580978635423847,0.0,0.005676442762535478,0.007494258431040736,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2010.0,1.1256307388488478,1.0115715524332496,0.0,0.7574388866847742,1
Wet,2009.0,0.005302482525909858,0.009303928325292903,0.0009784735812133072,0.010406811731315043,0.007494258431040736,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.7075393215621331,1.2414741779862608,0.13056309576415628,1.388637958922086,0
MySims Racing,2009.0,0.006266570257893469,0.009993108201240525,0.0,0.006622516556291392,0.007494258431040736,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,0.8361828345734299,1.3334352282074653,0.0,0.8836787011322367,0
Buzz Lightyear of Star Command,2000.0,0.008435767654856591,0.00827015851137147,0.0,0.0037842951750236523,0.007494258431040736,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,1.1256307388488478,1.103532602654454,0.0,0.5049592577898495,0
